Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-04-02,0.4,0.4,0.4,0.4,1063,0,0
2013-04-03,0.4,0.4,0.4,0.4,0,0,0
2013-04-04,0.4,0.4,0.4,0.4,0,0,0
2013-04-05,0.4,0.4,0.4,0.4,0,0,0
2013-04-08,0.4,0.4,0.4,0.4,0,0,0
2013-04-09,0.4,0.4,0.4,0.4,0,0,0
2013-04-10,0.4,0.4,0.4,0.4,0,0,0
2013-04-11,0.4,0.4,0.4,0.4,0,0,0
2013-04-12,0.4,0.4,0.4,0.4,0,0,0
2013-04-15,0.4,0.4,0.4,0.4,0,0,0
2013-04-16,0.4,0.4,0.4,0.4,0,0,0
2013-04-17,0.4,0.4,0.4,0.4,0,0,0
2013-04-18,0.4,0.4,0.4,0.4,0,0,0
2013-04-19,0.4,0.4,0.4,0.4,0,0,0
2013-04-22,0.4,0.4,0.4,0.4,0,0,0
2013-04-23,0.4,0.4,0.4,0.4,0,0,0
2013-04-24,0.4,0.4,0.4,0.4,0,0,0
2013-04-25,0.4,0.4,0.4,0.4,0,0,0
2013-04-26,0.4,0.4,0.4,0.4,0,0,0
2013-04-29,0.4,0.4,0.4,0.4,0,0,0
2013-04-30,0.4,0.4,0.4,0.4,0,0,0
2013-05-01,0.4,0.4,0.4,0.4,0,0,0
2013-05-02,0.4,0.4,0.4,0.4,0,0,0
2013-05-03,0.4,0.4,0.4,0.4,0,0,0
2013-05-06,0.4,0.4,0.4,0.4,0,0,0
2013-05-07,0.4,0.4,0.4,0.4,0,0,0
2013-05-08,0.4,0.4,0.4,0.4,0,0,0
2013-05-09,0.4,0.4,0.4,0.4,0,0,0
2013-05-10,0.4,0.4,0.4,0.4,0,0,0
2013-05-13,0.4,0.4,0.4,0.4,0,0,0
2013-05-14,0.4,0.4,0.4,0.4,0,0,0
2013-05-15,0.4,0.4,0.4,0.4,0,0,0
2013-05-16,0.4,0.4,0.4,0.4,0,0,0
2013-05-17,0.4,0.4,0.4,0.4,0,0,0
2013-05-20,0.4,0.4,0.4,0.4,0,0,0
2013-05-21,0.4,0.4,0.4,0.4,0,0,0
2013-05-22,0.4,0.4,0.4,0.4,0,0,0
2013-05-23,0.4,0.4,0.4,0.4,0,0,0
2013-05-24,0.4,0.4,0.4,0.4,0,0,0
2013-05-28,0.4,0.4,0.4,0.4,0,0,0
2013-05-29,0.4,0.4,0.4,0.4,0,0,0
2013-05-30,0.4,0.4,0.4,0.4,0,0,0
2013-05-31,0.4,0.4,0.4,0.4,0,0,0
2013-06-03,0.4,0.4,0.4,0.4,0,0,0
2013-06-04,0.4,0.4,0.4,0.4,0,0,0
2013-06-05,0.4,0.4,0.4,0.4,0,0,0
2013-06-06,0.4,0.4,0.4,0.4,0,0,0
2013-06-07,0.4,0.4,0.4,0.4,0,0,0
2013-06-10,0.4,0.4,0.4,0.4,0,0,0
2013-06-11,0.4,0.4,0.4,0.4,0,0,0
2013-06-12,0.4,0.4,0.4,0.4,0,0,0
2013-06-13,0.4,0.4,0.4,0.4,0,0,0
2013-06-14,0.4,0.4,0.4,0.4,0,0,0
2013-06-17,0.4,0.4,0.4,0.4,0,0,0
2013-06-18,0.4,0.4,0.4,0.4,0,0,0
2013-06-19,0.4,0.4,0.4,0.4,0,0,0
2013-06-20,0.4,0.4,0.4,0.4,0,0,0
2013-06-21,0.4,0.4,0.4,0.4,0,0,0
2013-06-24,0.4,0.4,0.4,0.4,0,0,0
2013-06-25,0.4,0.4,0.4,0.4,0,0,0
2013-06-26,0.4,0.4,0.4,0.4,0,0,0
2013-06-27,0.4,0.4,0.4,0.4,0,0,0
2013-06-28,0.4,0.4,0.4,0.4,0,0,0
2013-07-01,0.4,0.4,0.4,0.4,0,0,0
2013-07-02,0.4,0.4,0.4,0.4,0,0,0
2013-07-03,0.4,0.4,0.4,0.4,0,0,0
2013-07-05,0.4,0.4,0.4,0.4,0,0,0
2013-07-08,0.4,0.4,0.4,0.4,0,0,0
2013-07-09,0.4,0.4,0.4,0.4,0,0,0
2013-07-10,0.4,0.4,0.4,0.4,0,0,0
2013-07-11,0.4,0.4,0.4,0.4,0,0,0
2013-07-12,0.4,0.4,0.4,0.4,0,0,0
2013-07-15,0.4,0.4,0.4,0.4,0,0,0
2013-07-16,0.4,0.4,0.4,0.4,0,0,0
2013-07-17,0.4,0.4,0.4,0.4,0,0,0
2013-07-18,0.4,0.4,0.4,0.4,0,0,0
2013-07-19,0.4,0.4,0.4,0.4,0,0,0
2013-07-22,0.4,0.4,0.4,0.4,0,0,0
2013-07-23,0.4,0.4,0.4,0.4,0,0,0
2013-07-24,0.4,0.4,0.4,0.4,0,0,0
2013-07-25,0.4,0.4,0.4,0.4,0,0,0
2013-07-26,0.4,0.4,0.4,0.4,0,0,0
2013-07-29,0.4,0.4,0.4,0.4,0,0,0
2013-07-30,0.4,0.4,0.4,0.4,0,0,0
2013-07-31,0.4,0.4,0.4,0.4,0,0,0
2013-08-01,0.4,0.4,0.4,0.4,0,0,0
2013-08-02,0.4,0.4,0.4,0.4,0,0,0
2013-08-05,0.4,0.4,0.4,0.4,0,0,0
2013-08-06,0.4,0.4,0.4,0.4,0,0,0
2013-08-07,0.4,0.4,0.4,0.4,0,0,0
2013-08-08,0.4,0.4,0.4,0.4,0,0,0
2013-08-09,0.4,0.4,0.4,0.4,0,0,0
2013-08-12,0.4,0.4,0.4,0.4,0,0,0
2013-08-13,0.4,0.4,0.4,0.4,0,0,0
2013-08-14,0.4,0.4,0.4,0.4,0,0,0
2013-08-15,0.4,0.4,0.4,0.4,0,0,0
2013-08-16,0.4,0.4,0.4,0.4,0,0,0
2013-08-19,0.4,0.4,0.4,0.4,0,0,0
2013-08-20,0.4,0.4,0.4,0.4,0,0,0
2013-08-21,0.4,0.4,0.4,0.4,0,0,0
2013-08-22,0.4,0.4,0.4,0.4,0,0,0
2013-08-23,0.4,0.4,0.4,0.4,0,0,0
2013-08-26,0.4,0.4,0.4,0.4,0,0,0
2013-08-27,0.4,0.4,0.4,0.4,0,0,0
2013-08-28,0.4,0.4,0.4,0.4,0,0,0
2013-08-29,0.4,0.4,0.4,0.4,0,0,0
2013-08-30,0.4,0.4,0.4,0.4,0,0,0
2013-09-03,0.4,0.4,0.4,0.4,0,0,0
2013-09-04,0.4,0.4,0.4,0.4,0,0,0
2013-09-05,0.4,0.4,0.4,0.4,0,0,0
2013-09-06,0.4,0.4,0.4,0.4,0,0,0
2013-09-09,0.4,0.4,0.4,0.4,0,0,0
2013-09-10,0.4,0.4,0.4,0.4,0,0,0
2013-09-11,0.4,0.4,0.4,0.4,0,0,0
2013-09-12,0.4,0.4,0.4,0.4,0,0,0
2013-09-13,0.4,0.4,0.4,0.4,0,0,0
2013-09-16,0.4,0.4,0.4,0.4,0,0,0
2013-09-17,0.4,0.4,0.4,0.4,0,0,0
2013-09-18,0.4,0.4,0.4,0.4,0,0,0
2013-09-19,0.4,0.4,0.4,0.4,0,0,0
2013-09-20,0.4,0.4,0.4,0.4,0,0,0
2013-09-23,0.4,0.4,0.4,0.4,0,0,0
2013-09-24,0.4,0.4,0.4,0.4,0,0,0
2013-09-25,0.4,0.4,0.4,0.4,0,0,0
2013-09-26,0.4,0.4,0.4,0.4,0,0,0
2013-09-27,0.4,0.4,0.4,0.4,0,0,0
2013-09-30,0.4,0.4,0.4,0.4,0,0,0
2013-10-01,0.4,0.4,0.4,0.4,0,0,0
2013-10-02,0.4,0.4,0.4,0.4,0,0,0
2013-10-03,0.4,0.4,0.4,0.4,0,0,0
2013-10-04,0.4,0.4,0.4,0.4,0,0,0
2013-10-07,0.4,0.4,0.4,0.4,0,0,0
2013-10-08,0.4,0.4,0.4,0.4,0,0,0
2013-10-09,0.4,0.4,0.4,0.4,0,0,0
2013-10-10,0.4,0.4,0.4,0.4,0,0,0
2013-10-11,0.4,0.4,0.4,0.4,0,0,0
2013-10-14,0.4,0.4,0.4,0.4,0,0,0
2013-10-15,0.4,0.4,0.4,0.4,0,0,0
2013-10-16,0.4,0.4,0.4,0.4,0,0,0
2013-10-17,0.4,0.4,0.4,0.4,0,0,0
2013-10-18,0.4,0.4,0.4,0.4,0,0,0
2013-10-21,0.4,0.4,0.4,0.4,0,0,0
2013-10-22,0.4,0.4,0.4,0.4,0,0,0
2013-10-23,0.4,0.4,0.4,0.4,0,0,0
2013-10-24,0.4,0.4,0.4,0.4,0,0,0
2013-10-25,0.15,0.15,0.15,0.15,400,0,0
2013-10-28,0.15,0.15,0.15,0.15,0,0,0
2013-10-29,0.15,0.15,0.15,0.15,0,0,0
2013-10-30,0.15,0.15,0.15,0.15,0,0,0
2013-10-31,0.15,0.15,0.15,0.15,0,0,0
2013-11-01,0.15,0.15,0.15,0.15,11799,0,0
2013-11-04,0.15,0.15,0.15,0.15,0,0,0
2013-11-05,0.15,0.15,0.15,0.15,0,0,0
2013-11-06,0.15,0.15,0.15,0.15,0,0,0
2013-11-07,0.15,0.15,0.15,0.15,0,0,0
2013-11-08,0.15,0.15,0.15,0.15,0,0,0
2013-11-11,0.15,0.15,0.15,0.15,0,0,0
2013-11-12,0.15,0.15,0.15,0.15,0,0,0
2013-11-13,0.15,0.15,0.15,0.15,0,0,0
2013-11-14,0.15,0.15,0.15,0.15,0,0,0
2013-11-15,0.15,0.15,0.15,0.15,0,0,0
2013-11-18,0.15,0.15,0.15,0.15,0,0,0
2013-11-19,0.15,0.15,0.15,0.15,0,0,0
2013-11-20,0.15,0.15,0.15,0.15,0,0,0
2013-11-21,0.15,0.15,0.15,0.15,0,0,0
2013-11-22,0.15,0.15,0.15,0.15,0,0,0
2013-11-25,0.15,0.15,0.15,0.15,0,0,0
2013-11-26,0.15,0.15,0.15,0.15,0,0,0
2013-11-27,0.15,0.15,0.15,0.15,0,0,0
2013-11-29,0.15,0.15,0.15,0.15,0,0,0
2013-12-02,0.15,0.15,0.15,0.15,0,0,0
2013-12-03,0.15,0.15,0.15,0.15,0,0,0
2013-12-04,0.15,0.15,0.15,0.15,0,0,0
2013-12-05,0.15,0.15,0.15,0.15,0,0,0
2013-12-06,0.15,0.15,0.15,0.15,0,0,0
2013-12-09,0.15,0.15,0.15,0.15,0,0,0
2013-12-10,0.15,0.15,0.15,0.15,280,0,0
2013-12-11,0.15,0.15,0.15,0.15,0,0,0
2013-12-12,0.15,0.15,0.15,0.15,0,0,0
2013-12-13,0.15,0.15,0.15,0.15,0,0,0
2013-12-16,0.15,0.15,0.15,0.15,120,0,0
2013-12-17,0.15,0.15,0.15,0.15,0,0,0
2013-12-18,0.15,0.15,0.15,0.15,0,0,0
2013-12-19,0.15,0.15,0.15,0.15,0,0,0
2013-12-20,0.15,0.15,0.15,0.15,0,0,0
2013-12-23,0.15,0.15,0.15,0.15,0,0,0
2013-12-24,0.15,0.15,0.15,0.15,0,0,0
2013-12-26,0.15,0.15,0.15,0.15,0,0,0
2013-12-27,0.15,0.15,0.15,0.15,0,0,0
2013-12-30,0.15,0.15,0.15,0.15,0,0,0
2013-12-31,0.15,0.15,0.15,0.15,0,0,0
2014-01-02,0.15,0.15,0.15,0.15,0,0,0
2014-01-03,0.15,0.15,0.15,0.15,0,0,0
2014-01-06,0.5,0.7,0.5,0.7,1000,0,0
2014-01-07,0.3,0.3,0.3,0.3,171,0,0
2014-01-08,0.3,0.3,0.3,0.3,0,0,0
2014-01-09,0.3,0.3,0.3,0.3,0,0,0
2014-01-10,0.3,0.3,0.3,0.3,0,0,0
2014-01-13,0.3,0.3,0.3,0.3,0,0,0
2014-01-14,0.3,0.3,0.3,0.3,0,0,0
2014-01-15,0.3,0.3,0.3,0.3,0,0,0
2014-01-16,0.3,0.3,0.3,0.3,0,0,0
2014-01-17,0.3,0.3,0.3,0.3,0,0,0
2014-01-21,0.3,0.3,0.3,0.3,0,0,0
2014-01-22,0.3,0.3,0.3,0.3,0,0,0
2014-01-23,0.3,0.3,0.3,0.3,0,0,0
2014-01-24,0.3,0.3,0.3,0.3,200,0,0
2014-01-27,0.3,0.3,0.3,0.3,0,0,0
2014-01-28,0.3,0.3,0.3,0.3,0,0,0
2014-01-29,0.3,0.3,0.3,0.3,0,0,0
2014-01-30,0.3,0.3,0.3,0.3,0,0,0
2014-01-31,0.3,0.3,0.3,0.3,0,0,0
2014-02-03,0.3,0.3,0.3,0.3,0,0,0
2014-02-04,0.3,0.3,0.3,0.3,0,0,0
2014-02-05,0.3,0.3,0.3,0.3,120,0,0
2014-02-06,0.3,0.3,0.3,0.3,0,0,0
2014-02-07,0.6,0.6,0.6,0.6,260,0,0
2014-02-10,0.6,0.6,0.6,0.6,0,0,0
2014-02-11,0.6,0.6,0.6,0.6,0,0,0
2014-02-12,0.6,0.6,0.6,0.6,0,0,0
2014-02-13,0.6,0.6,0.6,0.6,0,0,0
2014-02-14,0.6,0.6,0.6,0.6,0,0,0
2014-02-18,0.6,0.6,0.6,0.6,0,0,0
2014-02-19,0.6,0.6,0.6,0.6,0,0,0
2014-02-20,0.6,0.6,0.6,0.6,0,0,0
2014-02-21,0.6,0.6,0.6,0.6,0,0,0
2014-02-24,0.6,0.6,0.6,0.6,0,0,0
2014-02-25,0.6,0.6,0.6,0.6,0,0,0
2014-02-26,0.6,0.6,0.6,0.6,0,0,0
2014-02-27,0.6,0.6,0.6,0.6,0,0,0
2014-02-28,0.6,0.6,0.6,0.6,0,0,0
2014-03-03,0.6,0.6,0.6,0.6,0,0,0
2014-03-04,0.6,0.6,0.6,0.6,0,0,0
2014-03-05,0.6,0.6,0.6,0.6,0,0,0
2014-03-06,0.6,0.6,0.6,0.6,0,0,0
2014-03-07,0.3,0.3,0.3,0.3,560,0,0
2014-03-10,0.3,0.3,0.3,0.3,0,0,0
2014-03-11,0.3,0.3,0.3,0.3,0,0,0
2014-03-12,0.4,0.4,0.4,0.4,1022,0,0
2014-03-13,0.4,0.4,0.4,0.4,100,0,0
2014-03-14,0.4,0.4,0.4,0.4,0,0,0
2014-03-17,0.4,0.4,0.4,0.4,0,0,0
2014-03-18,0.4,0.4,0.4,0.4,0,0,0
2014-03-19,0.4,0.4,0.4,0.4,0,0,0
2014-03-20,0.4,0.4,0.4,0.4,0,0,0
2014-03-21,0.4,0.4,0.4,0.4,0,0,0
2014-03-24,0.4,0.4,0.4,0.4,0,0,0
2014-03-25,0.4,0.4,0.4,0.4,0,0,0
2014-03-26,0.4,0.4,0.4,0.4,0,0,0
2014-03-27,0.4,0.4,0.4,0.4,0,0,0
2014-03-28,0.4,0.4,0.4,0.4,0,0,0
2014-03-31,0.4,0.4,0.4,0.4,0,0,0
2014-04-01,0.4,0.4,0.4,0.4,0,0,0
2014-04-02,0.4,0.4,0.4,0.4,0,0,0
2014-04-03,0.4,0.4,0.4,0.4,0,0,0
2014-04-04,0.4,0.4,0.4,0.4,0,0,0
2014-04-07,0.4,0.4,0.4,0.4,0,0,0
2014-04-08,0.4,0.4,0.4,0.4,0,0,0
2014-04-09,0.3,0.3,0.3,0.3,1000,0,0
2014-04-10,0.3,0.3,0.3,0.3,0,0,0
2014-04-11,0.3,0.3,0.3,0.3,0,0,0
2014-04-14,0.3,0.3,0.3,0.3,0,0,0
2014-04-15,0.3,0.3,0.3,0.3,0,0,0
2014-04-16,0.3,0.3,0.3,0.3,0,0,0
2014-04-17,0.35,0.35,0.35,0.35,220,0,0
2014-04-21,0.35,0.35,0.35,0.35,0,0,0
2014-04-22,0.35,0.35,0.35,0.35,0,0,0
2014-04-23,0.35,0.35,0.35,0.35,0,0,0
2014-04-24,0.35,0.35,0.35,0.35,0,0,0
2014-04-25,0.35,0.35,0.35,0.35,0,0,0
2014-04-28,0.4,0.4,0.4,0.4,990,0,0
2014-04-29,0.35,0.35,0.35,0.35,400,0,0
2014-04-30,0.55,0.55,0.55,0.55,700,0,0
2014-05-01,0.55,0.55,0.55,0.55,0,0,0
2014-05-02,0.55,0.55,0.55,0.55,0,0,0
2014-05-05,0.55,0.55,0.55,0.55,0,0,0
2014-05-06,0.55,0.55,0.55,0.55,0,0,0
2014-05-07,0.55,0.55,0.55,0.55,0,0,0
2014-05-08,0.55,0.55,0.55,0.55,0,0,0
2014-05-09,0.55,0.55,0.55,0.55,0,0,0
2014-05-12,0.35,0.35,0.35,0.35,1208,0,0
2014-05-13,0.35,0.35,0.3,0.3,1000,0,0
2014-05-14,0.3,0.3,0.3,0.3,0,0,0
2014-05-15,0.3,0.3,0.3,0.3,3500,0,0
2014-05-16,0.3,0.3,0.3,0.3,0,0,0
2014-05-19,0.3,0.3,0.3,0.3,0,0,0
2014-05-20,0.3,0.3,0.3,0.3,0,0,0
2014-05-21,0.3,0.3,0.3,0.3,0,0,0
2014-05-22,0.3,0.3,0.3,0.3,0,0,0
2014-05-23,0.3,0.3,0.3,0.3,0,0,0
2014-05-27,0.45,0.45,0.45,0.45,300,0,0
2014-05-28,0.25,0.25,0.25,0.25,300,0,0
2014-05-29,0.45,0.45,0.45,0.45,1267,0,0
2014-05-30,0.45,0.45,0.45,0.45,0,0,0
2014-06-02,0.45,0.45,0.45,0.45,0,0,0
2014-06-03,0.45,0.45,0.45,0.45,0,0,0
2014-06-04,0.45,0.45,0.45,0.45,0,0,0
2014-06-05,0.45,0.45,0.45,0.45,0,0,0
2014-06-06,0.45,0.45,0.45,0.45,0,0,0
2014-06-09,0.45,0.45,0.45,0.45,0,0,0
2014-06-10,0.45,0.45,0.45,0.45,0,0,0
2014-06-11,0.45,0.45,0.45,0.45,0,0,0
2014-06-12,0.45,0.45,0.45,0.45,0,0,0
2014-06-13,0.45,0.45,0.45,0.45,0,0,0
2014-06-16,0.45,0.45,0.45,0.45,0,0,0
2014-06-17,0.45,0.45,0.45,0.45,0,0,0
2014-06-18,0.45,0.45,0.45,0.45,0,0,0
2014-06-19,0.45,0.45,0.45,0.45,0,0,0
2014-06-20,0.45,0.45,0.45,0.45,0,0,0
2014-06-23,0.45,0.45,0.45,0.45,1100,0,0
2014-06-24,0.45,0.45,0.45,0.45,0,0,0
2014-06-25,0.45,0.45,0.45,0.45,0,0,0
2014-06-26,0.45,0.45,0.45,0.45,0,0,0
2014-06-27,0.45,0.45,0.45,0.45,0,0,0
2014-06-30,0.45,0.45,0.45,0.45,0,0,0
2014-07-01,0.45,0.45,0.45,0.45,0,0,0
2014-07-02,0.45,0.45,0.45,0.45,0,0,0
2014-07-03,0.45,0.45,0.45,0.45,0,0,0
2014-07-07,0.45,0.45,0.45,0.45,0,0,0
2014-07-08,0.45,0.45,0.45,0.45,0,0,0
2014-07-09,0.45,0.45,0.45,0.45,0,0,0
2014-07-10,0.45,0.45,0.45,0.45,0,0,0
2014-07-11,0.45,0.45,0.45,0.45,0,0,0
2014-07-14,0.45,0.45,0.45,0.45,0,0,0
2014-07-15,0.45,0.45,0.45,0.45,0,0,0
2014-07-16,0.45,0.45,0.45,0.45,0,0,0
2014-07-17,0.3,0.3,0.3,0.3,2020,0,0
2014-07-18,0.3,0.3,0.3,0.3,0,0,0
2014-07-21,0.3,0.3,0.3,0.3,0,0,0
2014-07-22,0.3,0.3,0.3,0.3,0,0,0
2014-07-23,0.3,0.3,0.3,0.3,0,0,0
2014-07-24,0.3,0.3,0.3,0.3,0,0,0
2014-07-25,0.3,0.3,0.3,0.3,0,0,0
2014-07-28,0.3,0.3,0.3,0.3,0,0,0
2014-07-29,0.3,0.3,0.3,0.3,0,0,0
2014-07-30,0.3,0.3,0.3,0.3,0,0,0
2014-07-31,0.3,0.3,0.3,0.3,0,0,0
2014-08-01,0.3,0.3,0.3,0.3,0,0,0
2014-08-04,0.3,0.3,0.3,0.3,0,0,0
2014-08-05,0.3,0.3,0.3,0.3,0,0,0
2014-08-06,0.3,0.3,0.3,0.3,0,0,0
2014-08-07,0.3,0.3,0.3,0.3,0,0,0
2014-08-08,0.3,0.3,0.3,0.3,0,0,0
2014-08-11,0.3,0.3,0.3,0.3,0,0,0
2014-08-12,0.3,0.3,0.3,0.3,0,0,0
2014-08-13,0.3,0.3,0.3,0.3,0,0,0
2014-08-14,0.35,0.35,0.35,0.35,8340,0,0
2014-08-15,0.35,0.35,0.35,0.35,0,0,0
2014-08-18,0.3,0.3,0.3,0.3,5000,0,0
2014-08-19,0.3,0.3,0.3,0.3,0,0,0
2014-08-20,0.3,0.3,0.3,0.3,0,0,0
2014-08-21,0.3,0.3,0.3,0.3,0,0,0
2014-08-22,0.35,0.35,0.35,0.35,2020,0,0
2014-08-25,0.35,0.35,0.35,0.35,0,0,0
2014-08-26,0.35,0.35,0.35,0.35,0,0,0
2014-08-27,0.35,0.35,0.35,0.35,0,0,0
2014-08-28,0.35,0.35,0.35,0.35,200,0,0
2014-08-29,0.35,0.35,0.35,0.35,0,0,0
2014-09-02,0.35,0.35,0.35,0.35,0,0,0
2014-09-03,0.35,0.35,0.35,0.35,0,0,0
2014-09-04,0.35,0.35,0.35,0.35,0,0,0
2014-09-05,0.35,0.35,0.35,0.35,0,0,0
2014-09-08,0.3,0.4,0.3,0.3,2732,0,0
2014-09-09,0.3,0.3,0.3,0.3,0,0,0
2014-09-10,0.3,0.3,0.3,0.3,0,0,0
2014-09-11,0.3,0.3,0.3,0.3,4600,0,0
2014-09-12,0.3,0.3,0.3,0.3,0,0,0
2014-09-15,0.3,0.3,0.3,0.3,0,0,0
2014-09-16,0.3,0.3,0.3,0.3,0,0,0
2014-09-17,0.3,0.3,0.3,0.3,0,0,0
2014-09-18,0.3,0.4,0.3,0.4,3200,0,0
2014-09-19,0.3,0.3,0.3,0.3,64000,0,0
2014-09-22,0.3,0.3,0.3,0.3,0,0,0
2014-09-23,0.3,0.3,0.3,0.3,0,0,0
2014-09-24,0.3,0.3,0.3,0.3,0,0,0
2014-09-25,0.3,0.3,0.3,0.3,0,0,0
2014-09-26,0.3,0.3,0.3,0.3,0,0,0
2014-09-29,0.3,0.3,0.3,0.3,0,0,0
2014-09-30,0.3,0.3,0.3,0.3,0,0,0
2014-10-01,0.3,0.3,0.3,0.3,0,0,0
2014-10-02,0.3,0.3,0.3,0.3,0,0,0
2014-10-03,0.3,0.3,0.3,0.3,0,0,0
2014-10-06,0.3,0.3,0.3,0.3,0,0,0
2014-10-07,0.3,0.3,0.3,0.3,0,0,0
2014-10-08,0.3,0.3,0.3,0.3,0,0,0
2014-10-09,0.3,0.3,0.3,0.3,0,0,0
2014-10-10,0.3,0.3,0.3,0.3,0,0,0
2014-10-13,0.3,0.3,0.3,0.3,0,0,0
2014-10-14,0.25,0.3,0.25,0.3,960,0,0
2014-10-15,0.25,0.25,0.25,0.25,280,0,0
2014-10-16,0.3,0.3,0.3,0.3,380,0,0
2014-10-17,0.3,0.3,0.3,0.3,0,0,0
2014-10-20,0.3,0.3,0.3,0.3,0,0,0
2014-10-21,0.2,0.25,0.2,0.25,2650,0,0
2014-10-22,0.25,0.25,0.25,0.25,0,0,0
2014-10-23,0.25,0.25,0.25,0.25,0,0,0
2014-10-24,0.25,0.25,0.2,0.25,5800,0,0
2014-10-27,0.25,0.25,0.25,0.25,0,0,0
2014-10-28,0.25,0.25,0.25,0.25,0,0,0
2014-10-29,0.25,0.25,0.25,0.25,0,0,0
2014-10-30,0.25,0.25,0.25,0.25,0,0,0
2014-10-31,0.2,0.25,0.2,0.25,4700,0,0
2014-11-03,0.25,0.25,0.25,0.25,0,0,0
2014-11-04,0.25,0.25,0.25,0.25,0,0,0
2014-11-05,0.25,0.25,0.25,0.25,0,0,0
2014-11-06,0.25,0.25,0.25,0.25,0,0,0
2014-11-07,0.25,0.25,0.25,0.25,0,0,0
2014-11-10,0.25,0.25,0.25,0.25,0,0,0
2014-11-11,0.25,0.25,0.25,0.25,0,0,0
2014-11-12,0.25,0.25,0.25,0.25,0,0,0
2014-11-13,0.25,0.25,0.25,0.25,0,0,0
2014-11-14,0.25,0.25,0.25,0.25,0,0,0
2014-11-17,0.2,0.2,0.2,0.2,2000,0,0
2014-11-18,0.15,0.15,0.15,0.15,8000,0,0
2014-11-19,0.15,0.15,0.15,0.15,0,0,0
2014-11-20,0.15,0.2,0.15,0.2,10600,0,0
2014-11-21,0.2,0.2,0.2,0.2,0,0,0
2014-11-24,0.2,0.2,0.2,0.2,0,0,0
2014-11-25,0.2,0.2,0.2,0.2,0,0,0
2014-11-26,0.2,0.2,0.2,0.2,0,0,0
2014-11-28,0.2,0.2,0.2,0.2,0,0,0
2014-12-01,0.2,0.2,0.2,0.2,0,0,0
2014-12-02,0.2,0.2,0.2,0.2,0,0,0
2014-12-03,0.2,0.2,0.2,0.2,0,0,0
2014-12-04,0.2,0.2,0.2,0.2,1200,0,0
2014-12-05,0.2,0.2,0.2,0.2,0,0,0
2014-12-08,0.2,0.2,0.2,0.2,0,0,0
2014-12-09,0.2,0.2,0.2,0.2,0,0,0
2014-12-10,0.2,0.2,0.2,0.2,0,0,0
2014-12-11,0.2,0.2,0.2,0.2,0,0,0
2014-12-12,0.2,0.2,0.2,0.2,0,0,0
2014-12-15,0.2,0.2,0.2,0.2,0,0,0
2014-12-16,0.2,0.2,0.2,0.2,0,0,0
2014-12-17,0.2,0.2,0.2,0.2,0,0,0
2014-12-18,0.2,0.2,0.2,0.2,0,0,0
2014-12-19,0.09,0.38,0.09,0.38,2200,0,0
2014-12-22,0.38,0.38,0.38,0.38,6080,0,0
2014-12-23,0.38,0.38,0.38,0.38,0,0,0
2014-12-24,0.38,0.38,0.38,0.38,0,0,0
2014-12-26,0.38,0.38,0.38,0.38,0,0,0
2014-12-29,0.38,0.38,0.38,0.38,0,0,0
2014-12-30,0.38,0.38,0.38,0.38,0,0,0
2014-12-31,0.19,0.23,0.19,0.23,9500,0,0
2015-01-02,0.23,0.23,0.23,0.23,0,0,0
2015-01-05,0.23,0.23,0.23,0.23,0,0,0
2015-01-07,0.23,0.23,0.23,0.23,0,0,0
2015-01-08,0.23,0.23,0.23,0.23,0,0,0
2015-01-09,0.23,0.23,0.23,0.23,0,0,0
2015-01-12,0.23,0.23,0.23,0.23,0,0,0
2015-01-13,0.23,0.23,0.23,0.23,0,0,0
2015-01-14,0.23,0.23,0.23,0.23,0,0,0
2015-01-15,0.23,0.23,0.23,0.23,0,0,0
2015-01-16,0.23,0.23,0.23,0.23,0,0,0
2015-01-20,0.23,0.23,0.23,0.23,0,0,0
2015-01-21,0.17,0.18,0.17,0.18,2208,0,0
2015-01-22,0.18,0.18,0.18,0.18,0,0,0
2015-01-23,0.2,0.2,0.2,0.2,780,0,0
2015-01-26,0.2,0.2,0.2,0.2,12500,0,0
2015-01-27,0.2,0.2,0.2,0.2,0,0,0
2015-01-28,0.2,0.2,0.2,0.2,0,0,0
2015-01-30,0.2,0.2,0.2,0.2,0,0,0
2015-02-23,0.16,0.16,0.16,0.16,0,0,0
2015-02-24,0.16,0.16,0.16,0.16,0,0,0
2015-02-25,0.16,0.16,0.16,0.16,0,0,0
2015-02-26,0.16,0.16,0.16,0.16,0,0,0
2015-02-27,0.16,0.16,0.16,0.16,0,0,0
2015-03-02,0.16,0.16,0.16,0.16,0,0,0
2015-03-03,0.16,0.16,0.16,0.16,0,0,0
2015-03-04,0.16,0.16,0.16,0.16,0,0,0
2015-03-05,0.16,0.16,0.16,0.16,0,0,0
2015-03-06,0.16,0.16,0.16,0.16,0,0,0
2015-03-09,0.16,0.16,0.16,0.16,0,0,0
2015-03-10,0.16,0.16,0.16,0.16,0,0,0
2015-03-11,0.16,0.16,0.16,0.16,0,0,0
2015-03-12,0.16,0.16,0.16,0.16,0,0,0
2015-03-13,0.16,0.16,0.16,0.16,0,0,0
2015-03-16,0.17,0.17,0.17,0.17,904,0,0
2015-03-17,0.17,0.17,0.17,0.17,0,0,0
2015-03-18,0.17,0.17,0.17,0.17,0,0,0
2015-03-19,0.17,0.17,0.17,0.17,0,0,0
